Price,Close,High,Low,Open,Volume
Ticker,LULU,LULU,LULU,LULU,LULU
Date,,,,,
2025-07-29,214.0399932861328,219.1199951171875,213.8800048828125,216.0,2585600
2025-07-30,206.47000122070312,214.14999389648438,205.88999938964844,214.0,3850900
2025-07-31,200.52999877929688,206.63999938964844,200.24000549316406,203.97000122070312,4173900
2025-08-01,193.3300018310547,200.0,191.44000244140625,199.94000244140625,4697900
2025-08-04,196.4499969482422,197.49000549316406,192.80999755859375,195.0800018310547,3524500
2025-08-05,195.07000732421875,197.82000732421875,194.63999938964844,195.47999572753906,2871600
2025-08-06,196.50999450683594,198.14999389648438,194.85000610351562,195.64999389648438,2143800
2025-08-07,191.13999938964844,198.10000610351562,189.77000427246094,197.6999969482422,3160100
2025-08-08,189.42999267578125,191.25,186.52000427246094,191.0800018310547,3191200
2025-08-11,186.44000244140625,192.0,185.9499969482422,189.1300048828125,2581800
2025-08-12,192.92999267578125,193.14999389648438,186.75999450683594,188.16000366210938,3392700
2025-08-13,200.49000549316406,200.8300018310547,192.85000610351562,195.61000061035156,4239300
2025-08-14,195.19000244140625,197.02000427246094,192.35000610351562,196.89999389648438,4102400
2025-08-15,198.4600067138672,201.13999938964844,196.39999389648438,200.77999877929688,4757500
2025-08-18,203.6199951171875,206.74000549316406,200.30999755859375,200.33999633789062,4864400
2025-08-19,197.66000366210938,205.88999938964844,196.52000427246094,204.6999969482422,4329100
2025-08-20,198.1199951171875,200.3000030517578,195.30999755859375,197.67999267578125,2863100
2025-08-21,198.17999267578125,198.47999572753906,195.1999969482422,196.91000366210938,2222700
2025-08-22,207.58999633789062,208.1300048828125,198.5,198.5,3808700
2025-08-25,202.44000244140625,208.0,202.3699951171875,206.6999969482422,2933100
2025-08-26,202.52999877929688,204.38999938964844,200.5,204.36000061035156,2501800
2025-08-27,205.57000732421875,207.6699981689453,203.5,203.8000030517578,3423100
2025-08-28,205.0800018310547,206.61000061035156,202.3800048828125,206.0500030517578,2831500
2025-08-29,202.1999969482422,205.8000030517578,200.7100067138672,204.6199951171875,3169700
2025-09-02,200.2100067138672,201.27000427246094,195.5800018310547,199.80999755859375,4433500
2025-09-03,198.52999877929688,203.00999450683594,197.61000061035156,201.3000030517578,4083900
2025-09-04,206.08999633789062,206.63999938964844,197.6699981689453,200.89999389648438,15476700
2025-09-05,167.8000030517578,176.17999267578125,163.97999572753906,165.13999938964844,36788900
2025-09-08,168.10000610351562,169.61000061035156,162.8000030517578,167.75999450683594,13919800
2025-09-09,165.69000244140625,169.14999389648438,164.3800048828125,167.8300018310547,8678900
2025-09-10,163.89999389648438,167.35000610351562,163.1999969482422,164.6999969482422,5785900
2025-09-11,165.77999877929688,168.58999633789062,163.33999633789062,163.9600067138672,6645300
2025-09-12,159.8699951171875,165.92999267578125,159.75,165.25999450683594,8061200
2025-09-15,159.97999572753906,162.1699981689453,159.25,160.72999572753906,5576100
2025-09-16,162.33999633789062,163.63999938964844,159.75,160.0,5091000
2025-09-17,163.47999572753906,165.69000244140625,162.22000122070312,162.33999633789062,4339900
2025-09-18,169.75999450683594,170.72000122070312,166.52000427246094,169.02000427246094,7097200
2025-09-19,169.6199951171875,170.89999389648438,167.52999877929688,169.6999969482422,7885900
2025-09-22,173.41000366210938,174.17999267578125,165.10000610351562,169.3000030517578,6349100
2025-09-23,173.3300018310547,176.1699981689453,171.5800018310547,172.22000122070312,6042600
2025-09-24,179.22000122070312,179.55999755859375,171.8000030517578,173.25999450683594,5304600
2025-09-25,172.00999450683594,177.82000732421875,171.00999450683594,177.11000061035156,6628800
2025-09-26,176.3000030517578,176.7100067138672,171.50999450683594,172.1999969482422,3821600
2025-09-29,179.11000061035156,179.39999389648438,176.00999450683594,177.72000122070312,3507800
2025-09-30,177.92999267578125,180.08999633789062,176.49000549316406,178.52999877929688,3415800
2025-10-01,177.57000732421875,181.57000732421875,175.9499969482422,178.25,3482900
2025-10-02,178.1999969482422,180.6300048828125,175.0,177.0800018310547,3530400
2025-10-03,175.58999633789062,179.11000061035156,175.52000427246094,178.11000061035156,3017900
2025-10-06,174.1199951171875,177.19000244140625,172.3000030517578,174.47000122070312,3694600
2025-10-07,173.1699981689453,177.0,172.14999389648438,174.74000549316406,2902400
2025-10-08,174.82000732421875,176.33999633789062,171.8800048828125,173.4499969482422,4952200
2025-10-09,173.47999572753906,178.89999389648438,172.6999969482422,175.11000061035156,4277300
2025-10-10,167.50999450683594,176.67999267578125,166.52999877929688,174.19000244140625,7424400
2025-10-13,169.85000610351562,170.75,164.22999572753906,169.19000244140625,3588200
2025-10-14,169.1300048828125,171.35000610351562,165.52999877929688,167.47000122070312,3105400
2025-10-15,167.10000610351562,171.0,166.52999877929688,169.60000610351562,2510000
2025-10-16,164.6199951171875,166.88999938964844,161.8000030517578,166.3800048828125,4092600
2025-10-17,167.41000366210938,167.8699951171875,162.85000610351562,162.97999572753906,4111300
2025-10-20,172.42999267578125,176.47000122070312,170.9199981689453,171.27999877929688,5105300
2025-10-21,181.38999938964844,183.0500030517578,172.92999267578125,173.17999267578125,6689700
2025-10-22,178.2899932861328,181.5,175.89999389648438,181.4499969482422,3626600
2025-10-23,179.05999755859375,180.58999633789062,177.52000427246094,178.5500030517578,2638600
2025-10-24,178.1699981689453,181.38999938964844,177.25999450683594,180.47999572753906,2609400
2025-10-27,181.38999938964844,186.91000366210938,181.3300018310547,186.42999267578125,5185500
2025-10-28,179.97999572753906,181.52000427246094,175.17999267578125,181.39999389648438,3800100
2025-10-29,170.3000030517578,178.99000549316406,169.77000427246094,178.7100067138672,5155700
2025-10-30,168.02000427246094,172.2100067138672,166.77999877929688,168.0,2832400
2025-10-31,170.5399932861328,171.4600067138672,166.57000732421875,168.39999389648438,2991000
2025-11-03,165.47000122070312,170.1999969482422,164.2899932861328,170.1999969482422,4237600
2025-11-04,160.66000366210938,164.85000610351562,160.4600067138672,164.0800018310547,5194800
2025-11-05,167.58999633789062,169.74000549316406,161.10000610351562,161.22999572753906,4679500
2025-11-06,163.5500030517578,168.89999389648438,161.8699951171875,167.41000366210938,3023100
2025-11-07,166.1300048828125,167.1199951171875,161.6999969482422,162.5,2912700
2025-11-10,170.35000610351562,171.22999572753906,165.35000610351562,167.8000030517578,2942200
2025-11-11,169.80999755859375,172.25999450683594,168.88999938964844,170.19000244140625,2664000
2025-11-12,170.89999389648438,172.47999572753906,169.8800048828125,171.58999633789062,2556400
2025-11-13,169.66000366210938,173.22999572753906,169.0,170.39999389648438,2096400
2025-11-14,170.67999267578125,171.77999877929688,165.3800048828125,165.82000732421875,1950100
